slow	2016559970
typing	3096827340
long_line	1739119496
newick	735855443
modules	2127199152
fortran	795282320
objc_module	1511289981
perl	772183498
verilog	773458183
nest	435423446
javascript	227892250
erlang	545640147
context	209087925
haskell	147403051
apex	467497800
simple	12953982
typescript	33203982
ruby	53079310
swift	323023455
hack	3081152
identical	289308105
zig	163175624
dart	58698574
if	17519112
tab	16516150
json	4845341
yaml	10227785
total	16586352574
