slow	1891625774
typing	3263030445
long_line	1702111158
newick	690004893
modules	2328938018
fortran	785169161
objc_module	1488019342
perl	740125057
verilog	729219660
nest	404279253
javascript	215597824
erlang	565622596
context	191716256
apex	459656618
simple	12229018
typescript	31649084
ruby	50953847
swift	312484427
hack	2873112
identical	275604188
zig	154248015
dart	55694849
if	16809964
tab	15799500
json	4522794
yaml	9722529
total	16397707382
