slow	1896338185
typing	3381722170
long_line	1704010085
newick	697981531
modules	2418498514
fortran	786098742
objc_module	1490766209
perl	740309725
verilog	729343136
nest	410337856
javascript	216428943
erlang	585303945
context	191792739
apex	459703280
simple	12265867
typescript	31687672
ruby	50968358
swift	312536131
hack	2878236
identical	275590174
zig	154297241
dart	55783632
if	16832135
tab	15833332
json	4559076
yaml	9765426
total	16651632340
