slow	1992564782
typing	3402837328
long_line	1702198562
newick	734314839
modules	2417955794
fortran	811587848
objc_module	1499759526
perl	740366051
verilog	729503833
nest	412052183
javascript	226483406
erlang	585760902
context	191824833
apex	459699702
simple	12259037
typescript	31678686
ruby	50965920
swift	312531337
hack	2873439
identical	275585630
zig	154356589
dart	55898003
if	16827820
tab	15829374
json	4588681
yaml	9808290
total	16850112395
