slow	2223663938
typing	3133916884
long_line	1734942448
newick	820174614
modules	2129237363
fortran	864238799
objc_module	1529218070
perl	772193040
verilog	773769623
nest	440070721
javascript	254035839
erlang	547287342
context	209145801
haskell	147473232
apex	467489914
simple	12944682
typescript	33186088
ruby	53068015
swift	322981812
hack	3066110
identical	289288293
zig	163285037
dart	58963118
if	17510582
tab	16492177
json	4911591
yaml	10325709
total	17032880842
