slow	2465876442
typing	3380379723
long_line	2302656601
newick	823119262
modules	2349996120
fortran	939055225
objc_module	2228274140
perl	2182661116
verilog	1368529947
nest	683344286
javascript	345241026
erlang	654797252
context	447270316
haskell	2370207090
apex	2793654418
simple	102864006
typescript	235574104
ruby	284677942
swift	1166420340
hack	3089382
identical	608560652
zig	398482558
dart	559198461
if	68274815
tab	41634481
json	4932310
yaml	58300809
total	28867072824
